,category,subcategory,type,clothes_type,parameters,paramValueUnion,paramCombinations,transcriptTypeParams
118,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-round_neck']",fit-regular neckline-round_neck long_sleeve_blouse
119,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-V-neck']",fit-regular neckline-V-neck long_sleeve_blouse
120,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-U-neck']",fit-regular neckline-U-neck long_sleeve_blouse
121,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-boat_neck']",fit-regular neckline-boat_neck long_sleeve_blouse
122,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-round_neck']",fit-oversize neckline-round_neck long_sleeve_blouse
123,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-V-neck']",fit-oversize neckline-V-neck long_sleeve_blouse
124,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-U-neck']",fit-oversize neckline-U-neck long_sleeve_blouse
125,top,blouses,long_sleeve_blouse,long_sleeve_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-boat_neck']",fit-oversize neckline-boat_neck long_sleeve_blouse
126,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-slim', 'neckline-round_neck']",fit-slim neckline-round_neck sleeveless_blouse
127,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-slim', 'neckline-V-neck']",fit-slim neckline-V-neck sleeveless_blouse
128,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-slim', 'neckline-U-neck']",fit-slim neckline-U-neck sleeveless_blouse
129,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-slim', 'neckline-boat_neck']",fit-slim neckline-boat_neck sleeveless_blouse
130,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-round_neck']",fit-regular neckline-round_neck sleeveless_blouse
131,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-V-neck']",fit-regular neckline-V-neck sleeveless_blouse
132,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-U-neck']",fit-regular neckline-U-neck sleeveless_blouse
133,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-regular', 'neckline-boat_neck']",fit-regular neckline-boat_neck sleeveless_blouse
134,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-round_neck']",fit-oversize neckline-round_neck sleeveless_blouse
135,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-V-neck']",fit-oversize neckline-V-neck sleeveless_blouse
136,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-U-neck']",fit-oversize neckline-U-neck sleeveless_blouse
137,top,blouses,sleeveless_blouse,sleeveless_blouse,"[{'name': 'fit', 'values': ['slim', 'regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['fit-slim', 'fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]","['fit-oversize', 'neckline-boat_neck']",fit-oversize neckline-boat_neck sleeveless_blouse
138,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-regular', 'neckline-round_neck']",fit-regular neckline-round_neck linen_blouse
139,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-regular', 'neckline-V-neck']",fit-regular neckline-V-neck linen_blouse
140,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-regular', 'neckline-U-neck']",fit-regular neckline-U-neck linen_blouse
141,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-oversize', 'neckline-round_neck']",fit-oversize neckline-round_neck linen_blouse
142,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-oversize', 'neckline-V-neck']",fit-oversize neckline-V-neck linen_blouse
143,top,blouses,linen_blouse,linen_blouse,"[{'name': 'fit', 'values': ['regular', 'oversize']}, {'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck']}]","[['fit-regular', 'fit-oversize'], ['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck']]","['fit-oversize', 'neckline-U-neck']",fit-oversize neckline-U-neck linen_blouse
144,top,tops,crop_top,crop_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-round_neck'],neckline-round_neck crop_top
145,top,tops,crop_top,crop_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-V-neck'],neckline-V-neck crop_top
146,top,tops,crop_top,crop_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-U-neck'],neckline-U-neck crop_top
147,top,tops,crop_top,crop_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-boat_neck'],neckline-boat_neck crop_top
148,top,tops,sleeveless_top,sleeveless_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-round_neck'],neckline-round_neck sleeveless_top
149,top,tops,sleeveless_top,sleeveless_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-V-neck'],neckline-V-neck sleeveless_top
150,top,tops,sleeveless_top,sleeveless_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-U-neck'],neckline-U-neck sleeveless_top
151,top,tops,sleeveless_top,sleeveless_top,"[{'name': 'neckline', 'values': ['round_neck', 'V-neck', 'U-neck', 'boat_neck']}]","[['neckline-round_neck', 'neckline-V-neck', 'neckline-U-neck', 'neckline-boat_neck']]",['neckline-boat_neck'],neckline-boat_neck sleeveless_top
152,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-cropped', 'fit-slim']",length-cropped fit-slim blazer
153,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-cropped', 'fit-regular']",length-cropped fit-regular blazer
154,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-cropped', 'fit-oversize']",length-cropped fit-oversize blazer
155,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-regular', 'fit-slim']",length-regular fit-slim blazer
156,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-regular', 'fit-regular']",length-regular fit-regular blazer
157,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-regular', 'fit-oversize']",length-regular fit-oversize blazer
158,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-extended', 'fit-slim']",length-extended fit-slim blazer
159,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-extended', 'fit-regular']",length-extended fit-regular blazer
160,top,blazers,blazer,blazer,"[{'name': 'length', 'values': ['cropped', 'regular', 'extended']}, {'name': 'fit', 'values': ['slim', 'regular', 'oversize']}]","[['length-cropped', 'length-regular', 'length-extended'], ['fit-slim', 'fit-regular', 'fit-oversize']]","['length-extended', 'fit-oversize']",length-extended fit-oversize blazer
161,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-regular', 'fit-tapered']",waist-regular fit-tapered sweatpants
162,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-regular', 'fit-straight']",waist-regular fit-straight sweatpants
163,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-regular', 'fit-wide']",waist-regular fit-wide sweatpants
164,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-high', 'fit-tapered']",waist-high fit-tapered sweatpants
165,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-high', 'fit-straight']",waist-high fit-straight sweatpants
166,bottom,trousers,sweatpants,sweatpants,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide']]","['waist-high', 'fit-wide']",waist-high fit-wide sweatpants
167,bottom,trousers,leggings,,,,,leggings
168,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-cropped']",waist-regular fit-tapered length-cropped classic_trousers
169,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-regular']",waist-regular fit-tapered length-regular classic_trousers
170,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-cropped']",waist-regular fit-straight length-cropped classic_trousers
171,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-regular']",waist-regular fit-straight length-regular classic_trousers
172,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-cropped']",waist-regular fit-wide length-cropped classic_trousers
173,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-regular']",waist-regular fit-wide length-regular classic_trousers
174,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-cropped']",waist-regular fit-flared length-cropped classic_trousers
175,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-regular']",waist-regular fit-flared length-regular classic_trousers
176,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-cropped']",waist-high fit-tapered length-cropped classic_trousers
177,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-regular']",waist-high fit-tapered length-regular classic_trousers
178,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-cropped']",waist-high fit-straight length-cropped classic_trousers
179,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-regular']",waist-high fit-straight length-regular classic_trousers
180,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-cropped']",waist-high fit-wide length-cropped classic_trousers
181,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-regular']",waist-high fit-wide length-regular classic_trousers
182,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-cropped']",waist-high fit-flared length-cropped classic_trousers
183,bottom,trousers,classic_trousers,classic_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-regular']",waist-high fit-flared length-regular classic_trousers
184,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-cropped']",waist-regular fit-tapered length-cropped casual_trousers
185,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-regular']",waist-regular fit-tapered length-regular casual_trousers
186,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-cropped']",waist-regular fit-straight length-cropped casual_trousers
187,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-regular']",waist-regular fit-straight length-regular casual_trousers
188,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-cropped']",waist-regular fit-wide length-cropped casual_trousers
